City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Mamlyutka,KZ,54.9375,68.5394,60.46,82,23,11.79,few clouds
348,Revin,FR,49.9404,4.635,76.89,54,49,8.68,scattered clouds
349,Mikuni,JP,36.2171,136.1519,75.11,91,98,7.83,overcast clouds
350,Dondo,MZ,-19.6094,34.7431,72.91,81,36,7.72,light rain
351,Loikaw,MM,19.6742,97.2094,70.3,96,100,1.14,overcast clouds
352,Nioro,GM,13.35,-15.75,87.22,63,96,2.08,moderate rain
353,Tottori,JP,35.5,134.2333,75.94,92,13,6.33,few clouds
354,Ouadda,CF,8.0777,22.4007,74.53,90,97,1.88,moderate rain
355,Reporoa,NZ,-38.4333,176.35,40.78,84,45,3.47,scattered clouds
356,Senno,RU,59.5336,33.9167,73.26,50,2,5.82,clear sky
357,Mirabela,BR,-16.2628,-44.1644,79.25,28,4,9.44,clear sky
358,Upernavik,GL,72.7868,-56.1549,46.45,85,100,4.92,overcast clouds
359,Tipuani,BO,-15.5648,-68.0185,84.24,48,48,2.68,scattered clouds
360,Qaqortoq,GL,60.7167,-46.0333,52.65,81,7,8.95,clear sky
361,Kurchum,KZ,48.5722,83.6542,71.15,45,100,9.35,overcast clouds
362,San Pedro,PH,14.35,121.0167,81.27,86,20,3.44,few clouds
363,Loningen,DE,52.7333,7.7667,71.19,89,97,10.16,overcast clouds
364,Baykit,RU,61.67,96.37,58.39,79,80,3.04,broken clouds
365,Phangnga,TH,8.4509,98.5298,80.64,89,100,2.33,heavy intensity rain
366,Naron,ES,43.5167,-8.1528,76.55,75,45,17.47,scattered clouds
367,Puerto Leguizamo,CO,-0.1934,-74.7819,77.25,79,99,1.59,overcast clouds
368,Novoseleznevo,RU,55.6821,69.2056,60.58,90,79,11.88,broken clouds
369,Paamiut,GL,61.994,-49.6678,46.92,88,73,5.64,broken clouds
370,Rosetta,EG,31.4044,30.4164,78.6,69,0,18.77,clear sky
371,Mwinilunga,ZM,-11.7358,24.4293,69.8,38,94,5.03,overcast clouds
372,Frankfort,ZA,-27.2667,28.4833,58.68,33,95,3.76,overcast clouds
373,Grindavik,IS,63.8424,-22.4338,55.35,94,75,9.22,light intensity drizzle
374,Arang,IN,21.2,81.9667,80.92,82,100,8.99,overcast clouds
375,Auki,SB,-8.7676,160.7034,76.96,89,84,4.23,broken clouds
376,Manokwari,ID,-0.8667,134.0833,78.35,82,68,3.74,broken clouds
377,Jiwani,PK,25.05,61.7417,83.23,81,90,11.05,overcast clouds
378,Hoi An,VN,15.8794,108.335,78.76,84,81,6.98,broken clouds
379,Novoagansk,RU,61.9449,76.6625,59.34,58,90,10.87,overcast clouds
380,Pochutla,MX,15.7432,-96.4661,90.82,59,100,2.57,overcast clouds
381,Saint Anthony,US,45.0205,-93.218,81.84,43,0,19.57,clear sky
382,Chegdomyn,RU,51.1167,133.0167,59.52,87,95,1.25,overcast clouds
383,Rock Springs,US,41.5875,-109.2029,83.23,25,0,9.22,clear sky
384,Broome,US,42.2506,-75.833,90.46,53,75,14.97,broken clouds
385,Vinh,VN,18.6667,105.6667,77.2,93,82,8.7,broken clouds
386,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,93.09,20,54,19.55,broken clouds
387,Kandi,BJ,11.1342,2.9386,84.16,63,100,4.16,light rain
388,Esmeraldas,BR,-19.7625,-44.3139,78.91,34,9,7.0,clear sky
389,Matay,EG,28.419,30.7792,97.18,15,1,14.81,clear sky
390,Yanam,IN,16.7333,82.2167,81.39,79,100,5.73,moderate rain
391,Otane,NZ,-39.8833,176.6333,46.0,65,100,13.29,overcast clouds
392,Meulaboh,ID,4.1363,96.1285,78.49,83,100,4.97,moderate rain
393,Marzuq,YE,14.4,46.4667,79.84,58,5,11.1,clear sky
394,Purpe,RU,64.4803,76.6897,48.18,83,76,10.98,broken clouds
395,Saint-Pierre,RE,-21.3393,55.4781,69.48,73,0,6.91,clear sky
396,Peno,RU,56.9262,32.7426,67.69,62,38,8.23,scattered clouds
397,Payo,ID,-3.7508,103.6372,73.38,94,68,2.86,broken clouds
398,Caravelas,BR,-17.7125,-39.2481,78.19,62,1,8.59,clear sky
399,Flinders,AU,-34.5833,150.8552,59.38,75,100,5.99,overcast clouds
400,Tiznit,MA,29.5833,-9.5,101.62,12,57,9.26,broken clouds
401,Beyneu,KZ,45.3167,55.2,96.04,19,93,17.67,overcast clouds
402,Ostrovnoy,RU,68.0531,39.5131,56.37,78,47,5.12,scattered clouds
403,Saurimo,AO,-9.6608,20.3916,84.11,20,50,1.07,scattered clouds
404,Bandarbeyla,SO,9.4942,50.8122,76.39,80,98,31.12,overcast clouds
405,Haifa,IL,32.8156,34.9892,83.34,67,40,8.05,scattered clouds
406,Quatre Cocos,MU,-20.2078,57.7625,69.1,71,73,19.91,light rain
407,Maltahohe,NA,-24.8333,16.9833,66.51,20,0,6.91,clear sky
408,Kholodnyy,RU,62.7167,147.95,47.26,77,75,3.71,broken clouds
409,Albanel,CA,48.8832,-72.4487,78.94,73,100,12.66,light rain
410,Marang,MY,5.2056,103.2059,78.71,80,97,2.13,overcast clouds
411,Necochea,AR,-38.5473,-58.7368,51.39,42,72,12.26,broken clouds
412,Katobu,ID,-4.9408,122.5276,74.88,87,57,4.92,broken clouds
413,Husavik,IS,66.0449,-17.3389,51.6,76,70,6.69,broken clouds
414,Medicine Hat,CA,50.0501,-110.6683,75.22,60,20,10.36,few clouds
415,Gravdal,NO,68.1214,13.5031,55.29,88,40,12.66,scattered clouds
416,Macamic,CA,48.7502,-78.9996,60.96,98,100,13.18,overcast clouds
417,Biaora,IN,23.8667,76.9167,77.76,88,100,3.96,moderate rain
418,Isangel,VU,-19.55,169.2667,76.08,87,14,10.25,few clouds
419,Santa Lucia,ES,27.9117,-15.5407,75.76,57,20,34.52,few clouds
420,Magistralnyy,RU,56.1725,107.4458,57.09,84,100,3.53,overcast clouds
421,Primorsko-Akhtarsk,RU,46.0497,38.1747,72.57,53,0,15.64,clear sky
422,Henties Bay,NA,-22.116,14.2845,60.31,73,1,10.65,clear sky
423,Belmopan,BZ,17.25,-88.7667,86.38,74,75,6.96,broken clouds
424,Nouadhibou,MR,20.931,-17.0347,78.78,69,9,5.75,clear sky
425,San Quintin,MX,30.4833,-115.95,71.69,75,100,9.98,overcast clouds
426,Awbari,LY,26.5921,12.7805,95.65,13,0,10.85,clear sky
427,Yakeshi,CN,49.2833,120.7333,65.3,75,7,2.13,clear sky
428,Key West,US,24.5557,-81.7826,95.0,52,20,10.36,few clouds
429,Burlington,US,39.8835,-74.6413,96.1,55,20,5.99,few clouds
430,Viamao,BR,-30.0811,-51.0233,81.68,62,0,11.5,clear sky
431,Torrevieja,ES,37.9787,-0.6822,95.61,75,0,5.01,clear sky
432,Antofagasta,CL,-23.65,-70.4,58.28,70,62,7.29,broken clouds
433,San Jose,US,37.3394,-121.895,72.9,66,100,4.61,overcast clouds
434,Klaksvik,FO,62.2266,-6.589,50.92,82,29,11.45,scattered clouds
435,Yar-Sale,RU,66.8333,70.8333,47.89,73,100,8.03,overcast clouds
436,Bajil,YE,15.0584,43.2851,93.85,40,65,14.65,broken clouds
437,Yinchuan,CN,38.4681,106.2731,65.66,62,100,5.37,overcast clouds
438,Khajuraho,IN,24.85,79.9333,83.23,81,100,4.25,heavy intensity rain
439,Krasnogvardeyets,RU,52.6804,52.3635,69.17,61,99,8.86,overcast clouds
440,Astana,KZ,51.1801,71.446,71.55,35,0,6.71,clear sky
441,Xining,CN,36.6167,101.7667,47.68,90,55,2.95,broken clouds
442,Otradnoye,RU,59.7775,30.8181,78.85,50,0,3.94,clear sky
443,Henderson,US,36.0397,-114.9819,102.15,15,0,11.5,clear sky
444,Turki,RU,51.987,43.2731,59.11,81,98,10.09,overcast clouds
445,Sigli,ID,5.3848,95.9609,80.13,79,100,3.62,overcast clouds
446,Dunedin,NZ,-45.8742,170.5036,47.8,82,95,8.99,overcast clouds
447,Redmond,US,47.674,-122.1215,72.34,72,100,5.99,overcast clouds
448,Marsaxlokk,MT,35.8419,14.5431,86.61,62,0,5.75,clear sky
449,Richards Bay,ZA,-28.783,32.0377,66.58,85,5,6.38,clear sky
450,Phaltan,IN,17.9833,74.4333,77.4,76,100,9.66,overcast clouds
451,Cordoba,AR,-31.4135,-64.1811,66.76,36,100,3.0,light rain
452,Dickinson,US,29.4608,-95.0513,96.03,62,40,9.22,scattered clouds
453,Dori,BF,14.0354,-0.0345,92.61,38,99,3.69,overcast clouds
454,Korla,CN,41.7597,86.1469,81.68,26,0,5.12,clear sky
455,Brunswick,US,41.2381,-81.8418,83.89,66,20,17.27,few clouds
456,Penzance,GB,50.1186,-5.5371,68.68,48,20,13.8,few clouds
457,Biltine,TD,14.5333,20.9167,92.41,35,34,5.41,scattered clouds
458,Kampot,KH,10.6167,104.1833,77.05,87,98,2.33,overcast clouds
459,Diplo,PK,24.4667,69.584,85.05,76,61,19.22,broken clouds
460,Portoferraio,IT,42.8115,10.3146,93.72,66,0,4.61,clear sky
461,Kigoma,TZ,-4.8769,29.6267,76.53,54,12,6.35,few clouds
462,Rawson,AR,-43.3002,-65.1023,47.91,40,50,24.96,scattered clouds
463,Bushenyi,UG,-0.5853,30.2114,73.53,40,68,6.89,broken clouds
464,Miguel Pereira,BR,-22.4539,-43.4689,72.27,47,34,4.27,scattered clouds
465,Bijapur,IN,16.8333,75.7,77.99,75,100,16.37,overcast clouds
466,Tura,IN,25.5198,90.2201,75.88,95,100,3.6,overcast clouds
467,Muromtsevo,RU,56.3724,75.2418,59.5,97,100,3.98,overcast clouds
468,Olecko,PL,54.0337,22.507,80.01,68,11,4.12,few clouds
469,Codrington,AU,-38.2667,141.9667,46.44,85,5,10.78,clear sky
470,Synya,RU,65.3718,58.0387,65.17,49,100,9.51,overcast clouds
471,Nichinan,JP,31.6,131.3667,80.13,86,98,11.61,overcast clouds
472,Huaicheng,CN,23.9051,112.1931,77.72,92,5,1.03,clear sky
473,Benjamin Constant,BR,-4.3831,-70.0311,78.93,83,40,3.44,scattered clouds
474,Hattiesburg,US,31.3271,-89.2903,89.92,69,40,13.8,scattered clouds
475,The Pas,CA,53.8251,-101.2541,66.22,68,100,14.97,overcast clouds
476,Talcahuano,CL,-36.7167,-73.1167,53.28,94,75,2.3,broken clouds
477,Leshukonskoye,RU,64.8989,45.7622,73.0,45,29,8.55,scattered clouds
478,Itirucu,BR,-13.5317,-40.1503,70.59,63,81,8.66,broken clouds
479,Alofi,NU,-19.0595,-169.9187,67.89,88,7,2.3,clear sky
480,Honiara,SB,-9.4333,159.95,76.51,85,21,4.23,few clouds
481,Tocache,PE,-8.1842,-76.5125,84.87,54,27,2.71,scattered clouds
482,Brownsville,US,25.9018,-97.4975,93.2,59,75,25.32,broken clouds
483,Jinchang,CN,38.4953,102.1739,59.02,61,7,9.48,clear sky
484,Padang,ID,-0.9492,100.3543,77.67,89,99,3.33,overcast clouds
485,Khonsa,IN,27.0167,95.5667,69.96,99,100,3.31,light rain
486,Sabha,LY,27.0377,14.4283,94.01,13,0,11.86,clear sky
487,Dakar,SN,14.6937,-17.4441,88.68,74,40,9.22,scattered clouds
488,Kuryk,KZ,43.2,51.65,91.2,34,79,7.45,broken clouds
489,Chiang Kham,TH,19.5233,100.3,73.4,98,100,2.75,moderate rain
490,Xiamen,CN,24.4798,118.0819,86.05,70,0,6.71,clear sky
491,Mata,PT,40.683,-7.4592,93.65,20,0,13.38,clear sky
492,Ketchikan,US,55.3422,-131.6461,55.87,88,100,5.75,overcast clouds
493,Flin Flon,CA,54.7682,-101.865,62.44,63,100,17.27,overcast clouds
494,Belleville,CA,44.1788,-77.3705,82.18,70,40,17.27,scattered clouds
495,Orlik,RU,52.5178,99.825,51.35,76,99,3.62,overcast clouds
496,Whitehorse,CA,60.7161,-135.0538,49.1,72,75,13.8,broken clouds
497,Qui Nhon,VN,13.7667,109.2333,78.87,87,86,4.99,overcast clouds
498,Ilebo,CD,-4.3167,20.5833,83.35,38,53,1.97,broken clouds
499,Quimper,FR,48.0,-4.1,73.98,46,0,12.66,clear sky
500,Dawson Creek,CA,55.7666,-120.2362,69.44,35,0,16.11,clear sky
501,Cabo San Lucas,MX,22.8909,-109.9124,97.61,45,0,11.5,clear sky
502,Talaya,RU,61.3833,152.75,49.91,75,99,4.76,overcast clouds
503,Belaya Gora,RU,68.5333,146.4167,44.96,71,14,6.69,few clouds
504,Juneau,US,58.3019,-134.4197,54.84,99,100,10.36,moderate rain
505,Mweka,CD,-4.85,21.5667,83.48,33,64,3.78,broken clouds
506,Barcelos,PT,41.5388,-8.6151,86.92,49,6,6.73,clear sky
507,Gazojak,TM,41.1875,61.4036,100.65,12,0,11.77,clear sky
508,Sosva,RU,59.1766,61.8558,56.03,95,49,5.99,scattered clouds
509,Cabra,ES,37.4725,-4.4421,97.92,18,0,13.78,clear sky
510,Atar,MR,20.5169,-13.0499,104.97,20,43,12.24,scattered clouds
511,Kodinsk,RU,58.6881,99.1844,55.33,96,67,4.47,broken clouds
512,Zaysan,KZ,47.4667,84.8667,71.22,34,58,3.85,broken clouds
513,Evinayong,GQ,1.4368,10.5512,69.71,95,98,3.2,light rain
514,Irbil,IQ,36.1926,44.0106,103.82,12,0,14.97,dust
515,Pokrovskoye,RU,47.4157,38.8971,70.83,46,30,8.99,scattered clouds
516,Pisco,PE,-13.7,-76.2167,64.02,77,100,3.44,smoke
517,Port Hedland,AU,-20.3167,118.5667,70.92,66,0,10.09,clear sky
518,Jining,CN,35.405,116.5814,75.61,78,0,4.47,clear sky
519,Dudinka,RU,69.4058,86.1778,56.62,86,29,1.88,scattered clouds
520,Nizwa,OM,22.9333,57.5333,89.98,61,100,2.46,overcast clouds
521,Laguna,US,38.421,-121.4238,87.08,57,0,6.91,clear sky
522,Khorixas,NA,-20.3667,14.9667,69.8,18,0,3.56,clear sky
523,Salamanca,ES,40.8333,-6.0,97.0,9,0,14.18,clear sky
524,Shizunai,JP,42.3339,142.3669,65.21,95,29,5.66,scattered clouds
525,Bridlington,GB,54.0831,-0.1919,66.13,79,91,8.79,overcast clouds
526,Aquiraz,BR,-3.9014,-38.3911,86.45,74,90,10.09,overcast clouds
527,Mporokoso,ZM,-9.3727,30.125,64.74,48,81,4.21,broken clouds
528,Samarai,PG,-10.6167,150.6667,79.41,82,2,8.12,clear sky
529,Roma,US,43.2128,-75.4557,88.68,60,40,11.5,scattered clouds
530,Lisakovsk,KZ,52.5369,62.4936,63.86,60,39,7.45,scattered clouds
531,Wageningen,NL,51.9667,5.6667,66.58,94,75,9.22,broken clouds
532,Mujiayingzi,CN,42.1167,118.7833,67.98,72,16,1.03,few clouds
533,Cururupu,BR,-1.8283,-44.8683,90.12,45,46,3.62,scattered clouds
534,Skjervoy,NO,70.0311,20.9714,55.4,98,100,4.16,overcast clouds
535,Oga,IT,46.4631,10.347,77.54,58,66,4.12,broken clouds
536,Forrest City,US,35.0081,-90.7898,92.79,43,3,6.98,clear sky
537,Seoul,KR,37.5683,126.9778,74.64,88,75,2.3,broken clouds
538,Manali,IN,13.1667,80.2667,87.89,86,82,11.92,broken clouds
539,Zuwarah,LY,32.9312,12.082,82.87,62,0,16.89,clear sky
540,Puerto Ayacucho,VE,5.6639,-67.6236,81.72,78,88,3.47,overcast clouds
541,Stokmarknes,NO,68.5646,14.9108,55.38,82,75,6.91,broken clouds
542,Jijiga,ET,9.35,42.8,68.05,60,82,15.88,broken clouds
543,Naberera,TZ,-4.2,36.9333,59.47,76,82,12.19,broken clouds
544,Hohoe,GH,7.1518,0.4736,80.26,67,88,3.06,overcast clouds
545,Komsomolskiy,UZ,40.4272,71.7189,92.12,25,0,4.61,clear sky
546,Vostok,RU,46.4856,135.8833,58.69,99,53,2.15,broken clouds
547,Byron Bay,AU,-28.65,153.6167,58.96,81,96,20.4,light rain
548,Yumen,CN,40.2833,97.2,70.16,24,0,8.25,clear sky
549,Oranjemund,NA,-28.55,16.4333,56.21,74,3,7.2,clear sky
550,Gizo,SB,-8.103,156.8419,81.46,77,29,4.9,light rain
551,Porto Torres,IT,40.835,8.3972,89.78,59,0,7.02,clear sky
552,Hofn,IS,64.2539,-15.2082,55.42,76,100,6.91,overcast clouds
553,Vikulovo,RU,56.8167,70.6107,58.08,95,93,10.6,overcast clouds
554,Huicheng,CN,23.0385,116.2899,79.9,86,0,4.23,clear sky
555,Kerchevskiy,RU,59.946,56.2884,58.75,89,14,3.33,few clouds
556,Kharsawan,IN,22.8,85.8333,82.31,81,100,2.64,overcast clouds
557,Norrtalje,SE,59.758,18.705,87.44,51,43,9.17,scattered clouds
558,Omsukchan,RU,62.5333,155.8,43.93,75,40,5.66,scattered clouds
559,Tooele,US,40.5308,-112.2983,91.29,30,0,5.75,clear sky
560,Natal,BR,-5.795,-35.2094,84.42,70,40,12.66,scattered clouds
561,Tupik,RU,54.4253,119.9327,61.7,95,52,1.52,broken clouds
562,Tomatlan,MX,19.9333,-105.25,91.53,61,17,4.21,few clouds
563,Banyo,CM,6.75,11.8167,69.55,92,96,0.83,moderate rain
564,Lata,PT,40.1629,-8.3327,86.49,49,1,8.7,clear sky
565,Zhigansk,RU,66.7697,123.3711,56.34,96,100,8.05,light rain
566,Ulladulla,AU,-35.35,150.4667,54.63,82,94,7.63,overcast clouds
567,Encruzilhada Do Sul,BR,-30.5439,-52.5219,68.92,80,100,5.17,overcast clouds
568,Zonguldak,TR,41.25,31.8333,63.28,79,0,2.51,clear sky
569,Tual,ID,-5.6667,132.75,77.99,77,65,17.45,broken clouds
570,Zaoyang,CN,32.1272,112.7542,78.98,92,74,9.37,broken clouds
571,Logansport,US,40.7545,-86.3567,84.72,67,0,10.56,clear sky
572,Bogalusa,US,30.791,-89.8487,91.99,62,40,6.91,scattered clouds
573,Olonets,RU,60.9847,32.9698,73.44,60,2,2.91,clear sky
574,Sakakah,SA,29.9697,40.2064,108.97,10,0,11.95,clear sky
575,Nata,PA,8.3333,-80.5167,76.87,76,100,1.32,overcast clouds
576,Bogande,BF,12.9714,-0.1436,89.58,43,94,4.65,overcast clouds
577,Hay River,CA,60.8156,-115.7999,64.38,59,40,11.5,scattered clouds
578,Sept-Iles,CA,50.2001,-66.3821,72.12,55,75,10.36,light rain
579,Port Lincoln,AU,-34.7333,135.8667,54.79,68,100,14.14,overcast clouds
580,Blantyre,MW,-15.785,35.0085,67.32,48,99,4.45,overcast clouds
581,Lalibela,ET,12.0333,39.0333,63.41,72,63,1.07,light rain
582,Doclin,RO,45.2969,21.6539,94.42,16,0,12.21,light rain
583,Sao Gabriel,BR,-30.3364,-54.32,73.24,77,100,4.79,light rain
584,Port Victoria,KE,0.0939,33.9756,72.48,64,91,2.57,light rain
585,Muisne,EC,0.6,-80.0333,75.11,79,100,10.69,overcast clouds
586,Raymond,US,43.9015,-70.4703,93.22,60,44,12.59,scattered clouds
587,Shiraz,IR,29.6036,52.5388,92.64,21,20,6.91,few clouds
588,Kuusamo,FI,65.9667,29.1833,77.04,47,0,5.75,clear sky
589,Mgandu,TZ,-5.95,34.1333,65.75,44,19,7.96,few clouds
590,Rafai,CF,4.95,23.9167,70.86,96,100,1.25,moderate rain
591,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,73,0,17.27,clear sky
592,Svetlyy,RU,54.675,20.1347,84.25,53,4,5.97,clear sky
593,Valley City,US,46.9233,-98.0032,77.52,44,0,10.36,clear sky
594,Ekhabi,RU,53.5102,142.9671,54.46,93,100,9.91,overcast clouds
595,Havoysund,NO,70.9963,24.6622,57.43,97,100,9.91,light rain
596,Fairview,US,40.8126,-73.999,95.74,58,40,13.8,scattered clouds
597,Jurm,AF,36.8648,70.8342,77.68,30,0,2.24,clear sky
598,Palasa,IN,18.7667,84.4167,82.99,81,100,5.12,overcast clouds
599,Southbridge,US,42.0751,-72.0334,92.26,73,94,3.0,overcast clouds
600,Karasjok,NO,69.4719,25.5112,58.08,97,100,4.0,overcast clouds
601,Zaltan,LY,32.947,11.8665,84.0,56,0,16.49,clear sky
602,Leningradskiy,RU,69.3833,178.4167,33.42,98,100,13.58,light snow
603,Broken Hill,AU,-31.95,141.4333,45.48,88,40,9.53,scattered clouds
604,Lasa,IT,46.6166,10.7002,83.28,69,53,2.06,broken clouds
605,Puerto Del Rosario,ES,28.5004,-13.8627,80.35,69,0,17.27,clear sky
606,Teguise,ES,29.0605,-13.564,80.82,58,0,26.46,clear sky
607,Kostomuksha,RU,64.571,30.5767,74.91,53,64,3.33,broken clouds
608,Coahuayana,MX,18.7333,-103.6833,91.45,60,54,4.34,broken clouds
609,Haapiti,PF,-17.5667,-149.8667,69.53,71,19,8.52,few clouds
610,Taoudenni,ML,22.6783,-3.9836,107.01,17,41,8.1,scattered clouds
611,Magaria,NE,12.9983,8.9099,90.43,38,56,4.45,broken clouds
612,Mandalgovi,MN,45.7625,106.2708,59.31,60,100,8.9,overcast clouds
613,Lawrenceburg,US,38.0373,-84.8966,90.0,61,75,6.91,broken clouds
614,Haines Junction,CA,60.7522,-137.5108,49.95,71,96,1.14,overcast clouds
615,Lucea,JM,18.451,-78.1736,87.85,70,11,13.35,few clouds
616,Salta,AR,-24.7859,-65.4117,73.58,40,0,2.3,clear sky
617,Shitanjing,CN,39.2342,106.3439,61.27,68,100,5.44,overcast clouds
618,Masallatah,LY,32.6167,14.0,81.21,50,0,13.27,clear sky
619,Nara,JP,34.6851,135.8049,76.5,91,86,1.52,light rain
620,Sorland,NO,67.667,12.6934,53.46,91,100,20.11,overcast clouds
621,Krasnoarmeysk,RU,51.0239,45.6969,62.24,66,37,6.53,scattered clouds
622,Miyang,CN,24.4042,103.4428,65.07,97,64,2.19,broken clouds
623,Kumba,CM,4.6363,9.4469,73.29,91,90,3.15,light rain
624,Pacifica,US,37.6138,-122.4869,67.6,93,40,8.01,mist
625,Shieli,KZ,44.1667,66.75,95.97,16,1,10.85,clear sky
626,Kudahuvadhoo,MV,2.6708,72.8944,81.66,70,100,9.8,overcast clouds
627,Trat,TH,12.5,102.5,80.87,97,100,3.06,light rain
628,Mombetsu,JP,44.3525,143.3525,55.29,92,7,2.66,clear sky
629,Ouallam,NE,14.3188,2.0866,92.82,38,95,1.95,overcast clouds
630,Bereda,ES,43.2686,-7.5406,74.41,89,12,7.0,few clouds
631,Cantagallo,CO,7.376,-73.9196,82.98,54,97,1.7,overcast clouds
632,Vryburg,ZA,-26.9566,24.7284,61.14,36,28,3.69,scattered clouds
633,Ucluelet,CA,48.9329,-125.5528,57.09,93,68,1.01,broken clouds
634,Inirida,CO,3.8653,-67.9239,82.08,82,30,1.63,scattered clouds
635,Waldoboro,US,44.0954,-69.3756,89.37,72,73,12.55,broken clouds
636,Batagay-Alyta,RU,67.8006,130.4114,45.79,86,99,1.66,overcast clouds
637,Coari,BR,-4.085,-63.1414,90.72,49,56,2.15,broken clouds
638,Mecca,SA,21.4267,39.8261,94.59,37,6,9.19,clear sky
639,Tolmezzo,IT,46.4075,13.0175,92.43,58,26,2.68,scattered clouds
640,Lamar,US,33.6668,-95.5836,96.78,52,100,6.91,light rain
641,Basoko,CD,1.2391,23.616,77.22,77,93,1.99,light rain
642,Nelson Bay,AU,-32.7167,152.15,63.0,80,99,21.99,light rain
643,Polyarnyy,RU,69.1989,33.4478,65.64,73,79,3.98,broken clouds
644,Ust-Kan,RU,50.9276,84.761,51.28,92,74,6.76,broken clouds
645,Ust-Karsk,RU,52.7011,118.8077,64.78,92,19,2.15,few clouds
646,Lapithos,CY,35.3375,33.1792,91.69,64,0,14.58,clear sky
647,Buchanan,LR,5.8808,-10.0467,77.83,71,97,10.47,overcast clouds
648,Amapa,BR,1.0,-52.0,89.65,46,30,3.62,scattered clouds
649,Namatanai,PG,-3.6667,152.4333,78.73,81,37,5.99,light rain
650,Emerald,AU,-23.5333,148.1667,47.34,93,15,4.18,few clouds
651,Russell,US,32.3502,-85.1999,88.97,50,98,6.11,overcast clouds
652,Viedma,AR,-40.8135,-62.9967,54.14,20,74,18.95,broken clouds
653,Mangaratiba,BR,-22.9597,-44.0406,79.66,71,1,8.66,clear sky
654,La Ronge,CA,55.1001,-105.2842,62.82,63,75,23.02,broken clouds
655,Kerrobert,CA,51.9168,-109.1348,71.65,46,46,13.09,scattered clouds
656,Tshikapa,CD,-6.4167,20.8,86.92,23,26,2.82,scattered clouds
657,Lichinga,MZ,-13.3128,35.2406,61.59,54,96,2.1,overcast clouds
658,Acapulco,MX,16.8634,-99.8901,87.62,74,75,3.44,broken clouds
659,Huaral,PE,-11.495,-77.2078,67.24,66,63,6.64,broken clouds
660,Prudentopolis,BR,-25.2131,-50.9778,75.69,50,16,3.76,few clouds
661,Saint-Augustin,CA,51.226,-58.6502,76.93,40,45,11.3,scattered clouds
662,Moa,CU,20.6569,-74.9403,87.76,64,18,14.54,few clouds
663,Pampas,PE,-12.4,-74.9,61.84,33,0,7.18,clear sky
664,Les Cayes,HT,18.2,-73.75,89.56,55,97,10.69,overcast clouds
665,Linxia,CN,35.6003,103.2064,52.74,93,100,0.94,overcast clouds
666,Susanville,US,40.4163,-120.653,81.09,22,0,0.0,clear sky
667,Prince Rupert,CA,54.3161,-130.3201,57.29,84,100,6.91,overcast clouds
668,Anchorage,US,61.2181,-149.9003,57.09,74,100,19.57,light rain
669,Beringovskiy,RU,63.05,179.3167,45.36,72,99,10.98,overcast clouds
670,Vila Velha,BR,-20.3297,-40.2925,78.75,77,40,12.66,scattered clouds
671,Bohmte,DE,52.3667,8.3167,71.17,76,95,11.3,overcast clouds
672,Axim,GH,4.8699,-2.2405,77.59,63,41,9.44,scattered clouds
673,Buraydah,SA,26.326,43.975,108.05,9,33,10.49,scattered clouds
674,Kiruna,SE,67.8557,20.2251,58.12,82,100,6.91,overcast clouds
675,Tongliao,CN,43.6125,122.2653,70.45,74,99,6.22,overcast clouds
676,Selkirk,CA,50.1436,-96.8845,75.07,59,7,14.83,clear sky
677,Arroyo,ES,41.6096,-4.7969,99.14,15,0,11.5,clear sky
678,Toktogul,KG,41.8708,72.9402,78.93,37,0,4.47,clear sky
679,Nakhon Si Thammarat,TH,8.25,100.0,77.67,85,100,1.63,overcast clouds
680,Arrecife,ES,28.963,-13.5477,84.18,58,0,26.46,clear sky
681,Ukiah,US,39.1502,-123.2078,88.43,31,0,4.7,clear sky
682,San Ignacio,BZ,17.1561,-89.0714,86.14,66,20,4.61,few clouds
683,Shimanovsk,RU,52.0,127.7,63.05,77,92,4.72,overcast clouds
684,Gerash,IR,27.6652,54.1371,91.54,30,74,4.32,broken clouds
685,Paita,PE,-5.0892,-81.1144,66.99,72,69,14.74,broken clouds
686,Akdepe,TM,42.0551,59.3788,98.69,20,0,18.72,clear sky
687,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,65,75,28.77,broken clouds
688,Letka,RU,59.6011,49.4232,61.43,88,43,4.21,scattered clouds
689,Batagay,RU,67.6333,134.6333,50.83,79,94,0.76,overcast clouds
690,Meadow Lake,US,34.8014,-106.5436,88.21,37,30,6.04,scattered clouds
691,Kununurra,AU,-15.7667,128.7333,68.0,30,8,5.53,clear sky
692,Boston,US,42.3584,-71.0598,95.61,57,20,18.41,few clouds
693,Novikovo,RU,51.1537,37.8879,59.45,92,73,5.91,light rain
694,Hamilton,US,39.1834,-84.5333,87.62,63,40,12.66,scattered clouds
695,Inongo,CD,-1.95,18.2667,73.0,77,74,3.22,light rain
696,Sisimiut,GL,66.9395,-53.6735,48.22,90,100,15.84,overcast clouds
697,Roros,NO,62.5747,11.3842,56.12,77,89,13.09,overcast clouds
698,Puerto Narino,CO,-3.7703,-70.3831,83.66,70,66,3.31,broken clouds
699,Mehamn,NO,71.0357,27.8492,60.75,88,75,2.3,light rain
